,T0,T1,T2,T3,Text
3002347,"Search SQL Question Between Related Two Tables I am writing some kind of search engine for my web application and i have a problem. I have 2 tables first of is projects table: PROJECTS TABLE id int(11) NO PRI NULL auto_increment employer_id int(11) NO MUL NULL project_title varchar(100) NO MUL NULL project_description text NO NULL project_budget int(11) NO NULL project_allowedtime int(11) NO NULL project_deadline datetime NO NULL total_bids int(11) NO NULL average_bid int(11) NO NULL created datetime NO MUL NULL active tinyint(1) NO MUL NULL PROJECTS_SKILLS TABLE project_id int(11) NO MUL NULL skill_id int(11) NO MUL NULL For example: I want ask this query to database: 1-) Skills are 5 and 7. 2-) Order results by created 3-) project title contains ""php"" word. 4-) Returned rows should contain projects.* columuns. 5-) Projects should be distinct(i don't want same projects in return of query). Please write sql query that ensure these conditions. Thank You. One query for all conditions or just each query for each condition? When you say skills are 5 and 7 - does that mean the results can have either or must have both? @vodkhang For all conditions. @OMG Ponies 5 Or 7 But you didn't try anything yet and want us to do something complex for you? It is not really complex but is it your homework or what sql did you try? @vodkhang trying doesn't matter in this query because performance proper query is very important for this web based application. And this is why i can't complate like homework ! SELECT projects.* FROM projects WHERE EXISTS ( SELECT * FROM projects_skills WHERE skill_id = 5 AND project_id = projects.project_id ) AND EXISTS ( SELECT * FROM projects_skills WHERE skill_id = 7 AND project_id = projects.project_id ) AND project_title LIKE '%php%' ORDER BY created or SELECT projects.* FROM projects WHERE EXISTS ( SELECT * FROM projects_skills WHERE skill_id IN (5 7) AND project_id = projects.project_id ) AND project_title LIKE '%php%' ORDER BY created Depending on what your intended result is.  It sounds like you're looking for an EXISTS query which verifies that matching rows exist in a table but without performing a JOIN. SELECT * FROM projects WHERE EXISTS (SELECT 1 FROM projects_skills AS ps WHERE ps.project_id = projects.project_id AND ps.skill_id IN (5 7)) AND project_title LIKE '%php%' ORDER BY created;",php sql mysql database,4.055474473948325E-4,6.613723283332377E-4,0.9984253953757091,5.076848485628328E-4
154730,"Capturing video out of an OpenGL window in Windows I am supposed to provide my users a really simple way of capturing video clips out of my OpenGL application's main window. I am thinking of adding buttons and/or keyboard shortcuts for starting and stopping the capture; when starting I could ask for a filename and other options if any. It has to run in Windows (XP/Vista) but I also wouldn't like to close the Linux door which I've so far been able to keep open. The application uses OpenGL fragment and shader programs the effects due to which I absolutely need to have in the eventual videos. It looks to me like there might be even several different approaches that could potentially fulfill my requirements (but I don't really know where I should start): An encoding library with functions like startRecording(filename) stopRecording and captureFrame. I could call captureFrame() after every frame rendered (or every second/third/whatever). If doing so makes my program run slower it's not really a problem. A standalone external program that can be programmatically controlled from my application. After all a standalone program that can not be controlled almost does what I need... But as said it should be really simple for the users to operate and I would appreciate seamlessness as well; my application typically runs full-screen. Additionally it should be possible to distribute as part of the installation package for my application which I currently prepare using NSIS. Use the Windows API to capture screenshots frame-by-frame then employ (for example) one of the libraries mentioned here. It seems to be easy enough to find examples of how to capture screenshots in Windows; however I would love a solution which doesn't really force me to get my hands super-dirty on the WinAPI level. Use OpenGL to render into an offscreen target then use a library to produce the video. I don't know if this is even possible and I'm afraid it might not be the path of least pain anyway. In particular I would not like the actual rendering to take a different execution path depending on whether video is being captured or not. Additionally I would avoid anything that might decrease the frame rate in the normal non-capture mode. If the solution were free in either sense of the word then that would be great but it's not really an absolute requirement. In general the less bloat there is the better. On the other hand for reasons beyond this question I cannot link in any GPL-only code unfortunately. Regarding the file format I cannot expect my users to start googling for any codecs but as long as also displaying the videos is easy enough for a basic-level Windows user I don't really care what the format is. However it would be great if it were possible to control the compression quality of the output. Just to clarify: I don't need to capture video from an external device like camcorder nor am I really interested in mouse movements even though getting them does not harm either. There are no requirements regarding audio; the application makes no noise whatsoever. I write C++ using Visual Studio 2008 for this very application also taking benefit of GLUT and GLUI. I have a solid understanding regarding C++ and linking in libraries and that sort of stuff but on the other hand OpenGL is quite new for me: so far I've really only learnt the necessary bits to actually get my job done. I don't need a solution super-urgently so feel free to take your time :) I had to create a demo project of recording an OpenGL rendering into a video. I used glReadPixels to get the pixel data and created the video with OpenCV's cvWriteFrame. OpenCV lets you write in divx or even x264/vp8(with ffmpeg compiled in). I have a more detailed writeup on my blog post along with a sample project. http://tommy.chheng.com/2013/09/09/encode-opengl-to-video-with-opencv/ Hi bluefeet the essential part of the answer is present: ""use glReadPixels to get the pixel data"" and use OpenCV's ""cvWriteFrame"". The blog post goes into more detail but that's the gist of the answer. Thanks for posting your answer! Please note that you should post the essential parts of the answer here on this site or your post risks being deleted [See the FAQ where it mentions answers that are 'barely more than a link'.](http://stackoverflow.com/faq#deletion) You may still include the link if you wish but only as a 'reference'. The answer should stand on its own without needing the link.  The easiest option is going to be saving each rendered frame from within your app and then merging them into an AVI. When you have the AVI there are many libraries available that can convert it into a more optimal format or possibly skip the AVI step altogether. In terms of getting each frame you could accomplish this either by rendering into an offscreen texture as you suggest or using the backbuffer directly as a source if your hardware supports this. Doing either of these (and saving each frame) is going to be difficult without a heavy penalty on framerate. Providing your application is deterministic you could ""record"" the users actions as a series of inputs and then have an export mode that sequentially renders these to an offscreen surface to generate the AVI. The frame rate penalty is quite acceptable as long as it applies only when really capturing a video. The app is deterministic in the sense of not being stochastic but what gets displayed is based in addition to user actions also on results from an external measurement device.  There are two different questions here - how to grab frames from an OpenGL application and how to turn them into a movie file. The first question is easy enough; you just grab each frame with glReadPixels() (via a PBO if you need the performance). The second question is a little harder since the cross-platform solutions (ffmpeg) tend to be GPL'd or LGPL'd. Is LGPL acceptable for your project? The Windows way of doing this (DirectShow) is a bit of a headache to use. Edit: Since LGPL is ok and you can use ffmpeg see here for an example of how to encode video. Yes: LGPL is ok. glReadPixels() indeed seems to be what I need for the first question thanks! @MikeF: that link is bust  This does look pretty relevant for merging into an AVI (as suggested by Andrew) however I was really hoping to avoid the LPBITMAPINFOHEADERs etc. Thanks for the answers I will report on the success if there is going to be any :) In the meantime additional tips for encoding the raw frames from glReadPixels into video clips would be appreciated. Edit: So far ffmpeg suggested by Mike F seems to be the way to go. However I didn't get into the actual implementation yet but hopefully that will change in the near future! Be aware that using VfW and DirectShow can use only whatever codecs are installed on the user's machine so you need to either bundle the codec you plan to use or find out which codecs they're *guaranteed* to already have.",c++ opengl video screenshot video-capture,0.5066603443601302,0.3580916742337248,0.12131424589918323,0.013933735506961718
1764859,How to compute laplacian of a field? I'm trying to compute the laplacian of a 2d field A using scipy.ndimage.convolve. stencil = numpy.array([[0 1 0][1 -4 1] [0 1 0]]) scipy.ndimage.convolve(A stencil mode='wrap') This doesn't seem to give me the right answer though. Any ideas where I'm going wrong or are there better ways of computing the laplacian in numpy? how does it seem not right ? do you have an example image to compare to ? I'm testing this out on a gaussian in 2d. So I have an array where I've evaluated the laplacian of the gaussian analytically and then I try my numerical laplacian on the gaussian itself. When I take the difference between the two the results are not close to 0. i seem to remember that a convolution with a laplace kernel is only an approximation of a laplace transform... By laplacian I mean: d^2(phi)/dx^2 + d^2(phi)/dy^2. The stencil I used is supposed to be a finite difference approximation to the laplacian. did you try another laplace convolution kernel like [[111][1-81][111]] ? Just tried it and it also doesn't seem to work.  I got another idea: did you take into account that your stencil in order to approximate the Laplacian should be divided by step**2 where step is the step size of your grid? Only then can you compare the ndimage.convolve result with the analytical result. In fact with a Gaussian I obtain results that indicate that ndimage.convolve works quite well: from scipy import ndimage stencil = numpy.array([[0 1 0][1 -4 1] [0 1 0]]) x = linspace(-10 10 100) y = linspace(-10 10 100) xx yy = meshgrid(x y) image = exp(-xx**2-yy**2) # Standard deviation in x or y: 1/sqrt(2) laplaced = ndimage.convolve(image stencil)/(x[1]-x[0])**2 # stencil from original post expected_result = -4*image + 8*(xx**2+yy**2)*image # Very close to laplaced in most points! I did actually take that into account when I worked with the result matrix. I think the problem I was seeing was that the grid I was using was too small.  I tried your example and it does work with the latest SciPy on my machine. I would suggest that you plot image-ndimage.convolve(��_) in order to see how the convolution changes your image. Example: image = vstack(arange(-10 10)**2 for _ in range(20)) ndimage.convolve(image stencil mode='wrap') yields array([[-38 2 2 2 2 2 2 2 2 2 2 2 2...) which is quite correct (the second order derivative of x**2 being 2)���except for the left border. I get the same result and in 1d this works for the gaussian but the 2d gaussian still doesn't work for me.,python numpy scipy,3.582737810846965E-4,5.842777862340889E-4,4.994238359423513E-4,0.9985580245967388
221386,"Removing a sequence of characters from a large binary file using python I would like to trim long sequences of the same value from a binary file in python. A simple way of doing it is simply reading in the file and using re.sub to replace the unwanted sequence. This will of course not work on large binary files. Can it be done in something like numpy? You need to make your question more precise. Do you know the values you want to trim ahead of time? Assuming you do I would probably search for the matching sections using subprocess to run ""fgrep -o -b <search string>"" and then change the relevant sections of the file using the python file object's seek read and write methods.  AJMayorga suggestion is fine unless the sizes of the replacement strings are different. Or the replacement string is at the end of the chunk. I fixed it like this: def ReplaceSequence(inFilename outFilename oldSeq newSeq): inputFile = open(inFilename ""rb"") outputFile = open(outFilename ""wb"") data = """" chunk = 1024 oldSeqLen = len(oldSeq) while 1: data = inputFile.read(chunk) dataSize = len(data) seekLen= dataSize - data.rfind(oldSeq) - oldSeqLen if seekLen > oldSeqLen: seekLen = oldSeqLen data = data.replace(oldSeq newSeq) outputFile.write(data) inputFile.seek(-seekLen 1) outputFile.seek(-seekLen 1) if dataSize < chunk: break inputFile.close() outputFile.close()  dbr's solution is a good idea but a bit overly complicated all you really have to do is rewind the file pointer the length of the sequence you are searching for before you read your next chunk. def ReplaceSequence(inFilename outFilename oldSeq newSeq): inputFile = open(inFilename ""rb"") outputFile = open(outFilename ""wb"") data = """" chunk = 1024 while 1: data = inputFile.read(chunk) data = data.replace(oldSeq newSeq) outputFile.write(data) inputFile.seek(-len(oldSequence) 1) outputFile.seek(-len(oldSequence) 1) if len(data) < chunk: break inputFile.close() outputFile.close()  If two copies fit in memory then you can easily make a copy. The second copy is the compressed version. Sure you can use numpy but you can also use the array package. Additionally you can treat your big binary object as a string of bytes and manipulate it directly. It sounds like your file may be REALLY large and you can't fit two copies into memory. (You didn't provide a lot of details so this is just a guess.) You'll have to do your compression in chunks. You'll read in a chunk do some processing on that chunk and write it out. Again numpy array or simple string of bytes will work fine.  This generator-based version will keep exactly one character of the file content in memory at a time. Note that I am taking your question title quite literally - you want to reduce runs of the same character to a single character. For replacing patterns in general this does not work: import StringIO def gen_chars(stream): while True: ch = stream.read(1) if ch: yield ch else: break def gen_unique_chars(stream): lastchar = '' for char in gen_chars(stream): if char != lastchar: yield char lastchar=char def remove_seq(infile outfile): for ch in gen_unique_chars(infile): outfile.write(ch) # Represents a file open for reading infile = StringIO.StringIO(""1122233333444555"") # Represents a file open for writing outfile = StringIO.StringIO() # Will print ""12345"" remove_seq(infile outfile) outfile.seek(0) print outfile.read()  If you don't have the memory to do open(""big.file"").read() then numpy wont really help.. It uses the same memory as python variables do (if you have 1GB of RAM you can only load 1GB of data into numpy) The solution is simple - read the file in chunks.. f = open(""big.file"" ""rb"") then do a series of f.read(500) remove the sequence and write it back out to another file object. Pretty much how you do file reading/writing in C.. The problem then is if you miss the pattern you are replacing.. For example: target_seq = ""567"" input_file = ""1234567890"" target_seq.read(5) # reads 12345 doesn't contain 567 target_seq.read(5) # reads 67890 doesn't contain 567 The obvious solution is to start at the first character in the file check len(target_seq) characters then go forward one character check forward again. For example (pseudo code!): while cur_data != """": seek_start = 0 chunk_size = len(target_seq) input_file.seek(offset = seek_start whence = 1) #whence=1 means seek from start of file (0 + offset) cur_data = input_file.read(chunk_size) # reads 123 if target_seq == cur_data: # Found it! out_file.write(""replacement_string"") else: # not it shove it in the new file out_file.write(cur_data) seek_start += 1 It's not exactly the most efficient way but it will work and not require keeping a copy of the file in memory (or two). Thanks that helps a lot. I was hoping numpy would have some auto memory management for large files - I'm not too familiar with it.",python numpy binaryfiles,1.8331681702474603E-4,2.989555744392517E-4,2.5553862097879153E-4,0.9992621889875573
2974009,"MySql syntax error; Deleting from two tables in one query possible? Is it not possible to perform two deletes in one query by separating them with a semicolon? Here is my query: $query=""DELETE FROM $sql_table WHERE EXISTS ( SELECT 1 FROM classified WHERE classified.poster_password = '$pass' AND classified.ad_id = '$id' AND classified.classified_id = $sql_table.classified_id ); DELETE FROM classified WHERE classified.poster_password = '$pass' AND classified.ad_id = '$id'""; This gives this error: You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'DELETE FROM classified WHERE classified.poster_password = 'xxxxxxx' at line 10 Please help me solve this one it is starting to give me a headache. I need it in one query... Thanks `mysql_query()` can take only 1 query if it is what you're using. ""I need it in one query..."" - please elaborate. Can you use something like mysqli_multi_query() ? Why do you need it in one query? It makes absolutely no sense as it is not stored in a transaction and therefore the first query will be executed even if the second will fail. You didn't mention which PHP function you use to submit this to MySQL. MySQLi's multi_query can handle this.  you can build tmth like this DELETE t1t2 FROM t1t2t3 WHERE t1.id=t2.id AND t2.id=t3.id to clarify a bit more build the SELECT that will show the record you want to DELETE then switch the ""SELECT fields"" with ""DELETE table"" keeping FROM and everything after. Only records in the tables immediately following DELETE with be deleted. i was just giving a path to think) with such requests you can do all much easier & better;  Take a look at transactions Using MySQL Transactions BEGIN COMMIT",php sql mysql html database,4.762417177916099E-4,7.766615121574333E-4,0.9981509132508857,5.961835191652537E-4
1302025,Game engine map editor. SDL->wxWidgets I have been writing an OpenGL game engine for a while which uses SDL for all the window management and for portability. I would like to create a level editor using the full engine. The engine itself isn't at all tied in with SDL except for input. I would like to use wxWidgets for the GUI and I have been looking at some OpenGL samples which are quite simple and easy to understand. Would it be simpler to try and integrate SDL with wxWidgets and use both or switch between them for use in different applications? What would be the best way to switch between the two systems? In all likelihood it would be easier to use one GUI API per application as opposed to merging the two together (i.e. easier to have SDL/OpenGL in your game and wxWidgets/OpenGL in your level editor). Usually these libraries are not built to be merged together or used in conjunction with other libraries so it would be nearly impossible to use them both in one program. For example I don't know much about SDL but a correctly-written wxWidgets program uses internal macros to generate int main() and start up its message pump among other things. If SDL required you to do the same thing (run some special initialization code in your int main() or allow SDL to generate its own int main()) you would be unable to initialize SDL properly without breaking wxWidgets and vice versa. Again I don't know if this particular conflict actually exists between the two libraries but it's just an example of how the two can interact and interfere with each other. That said in a perfect world it would be better to choose one of the libraries and use it both for your engine and level editor (i.e. use SDL/OpenGL for the engine and editor or wxWidgets/OpenGL for the engine and editor) but if you're happy maintaining two different API codebases then if it ain't broke don't fix it. SDL doesn't use a main() macro and can be initialized in parts but I'd guess that the message loops would overlap. (SDL requires you to implement your own loop.) Yeah if not at int main() then at the message loop will there be issues. wxWidgets creates its own native message loop completely hidden from the end-user; modifying it even slightly would easily break the library.,c++ opengl wxwidgets sdl,0.5761513310481143,0.4228497991819891,5.26262317714545E-4,4.726074521820428E-4
309675,"How can I make a swing JButton repeat its action when it is held down? I am creating an touch screen application using Swing and have a request to change one of buttons so that it will behave like a keyboard when the button is held down. (First of all I am not sure that the touch screen will allow the user to ""hold down"" the button but pretend that they can for now) I was going to go down the path of starting a loop when mousePressed was called and then ending the loop when mouseReleased was called. This will involve starting a thread and having to deal with synchronization as well as invokeLater() to get events back on the EventQueue. Is there a very simple way to do what I want? I hope I am just not seeing the API to do it. There is no simple way. I think what you outlined with a thread doing timed sleeps and polling the button is the only way. I went with the java.swing.Timer since it will automatically post back to the Swing EventQueue and that is what I am looking for. Thanks for the help.  I would do it like this: Listen to mousePressed and schedule a java.util.Timer to be launched at a later time. The Timer does the action and set itself to schedule again. Listen to mouseReleased to cancel the Timer.  javax.swing.Timer is your friend. And here's an article with some more info. @Christopher updated thanks That article link is stale.",java swing,6.901042606990131E-4,0.9974840018159171,9.619864340477226E-4,8.639074893361255E-4
1105349,C++ OpenGL Window and Context creation framework / library I'm searching for an multi platform OpenGL framework that abstracts the creation of windows and gl contexts in C++. I'd like to have an OO representation of Window Context & co where i can instantiate a Window create a Context and maybe later set the window to fullscreen. I'm thinking about implementing this myself for xgl wgl and agl. But before So here comes the Question: Which libraries / frameworks should i check out first before inventing the wheel again? Edit: So far named libraries: glut Qt SDL gtkglext wxwdigets SFML Hmm could be I would be curious if it were that simple. In my case it's just a Win32 reference build for a console game so I hadn't looked into it too deeply. Plus for debugging purposes I actually like/need to see the printfs. I'm using GLUT and wxWidgets successfully in two separate projects. The only downside to GLUT under Win32 is that it opens up a DOS window - good for seeing any printf's but it doesn't look as professional to have an app that opens up that window. @Jim: That's a bit in the executable that can easily be changed with `editbin` and is usually an artefact of compilation flags? wxWidgets is another alternative but may also be too heavyweight.  SMFL is another similar to SDL but takes a more object oriented approach. This one sounds promising ( their site says: SFML is composed of several packages to perfectly suit your needs. You can use SFML as a minimal windowing system to interface with OpenGL or as a fully-featured multimedia library for building games or interactive programs. ). I'm going to implement it myself - but since i think i can reuse some of the SMFL code i will accept this answer SFML is lovely. It doesn't (or maybe didn't) support creating contexts with stencil buffers but hey you can edit the code.  You could look at Glut (C) Qt (C++) SDL (C). I have already worked with glut (it was nice for the little opengl examples back at university but i think it wont fit in a bigger project). The Qt api seems nice - but i don't like the thought to introduce a dependecy to Qt. It seems to heavyweight for my needs. The same goes for SDL. There is also http://GtkGLExt.sf.net @Christoph: I can fully understand what you mean. In an inhouse solution for a former employer I had to solve a similar problem. First attempts were using the platform bindings I mentioned above. After a year or so I switched to your idea of implementing platform specifics myself.  libapril is nice also. It is clean simple and supports newer mobile platforms.,c++ opengl window multiplatform,0.307478252085605,0.691613520009371,4.7850694526513945E-4,4.2972095975877145E-4
1550130,"""Cloning"" row or column vectors Sometimes it is useful to ""clone"" a row or column vector to a matrix. By cloning I mean converting a row vector such as [123] Into a matrix [[123] [123] [123] ] or a column vector such as [1 2 3 ] into [[111] [222] [333] ] In matlab or octave this is done pretty easily:  x = [123] a = ones(31) * x a = 1 2 3 1 2 3 1 2 3 b = (x') * ones(13) b = 1 1 1 2 2 2 3 3 3 I want to repeat this in numpy but unsuccessfully In [14]: x = array([123]) In [14]: ones((31)) * x Out[14]: array([[ 1. 2. 3.] [ 1. 2. 3.] [ 1. 2. 3.]]) # so far so good In [16]: x.transpose() * ones((13)) Out[16]: array([[ 1. 2. 3.]]) # DAMN # I end up with In [17]: (ones((31)) * x).transpose() Out[17]: array([[ 1. 1. 1.] [ 2. 2. 2.] [ 3. 3. 3.]]) Why wasn't the first method (In[16]) working? Is there a way to achieve this task in python in a more elegant way? In Matlab note that it is much faster to use `repmat`: `repmat([1 2 3]31)` or `repmat([1 2 3].'13)` Octave also has `repmat`. First note that with numpy's broadcasting operations it's usually not necessary to duplicate rows and columns. See this and this for descriptions. But to do this repeat and newaxis are probably the best way In [12]: x = array([123]) In [13]: repeat(x[:newaxis] 3 1) Out[13]: array([[1 1 1] [2 2 2] [3 3 3]]) In [14]: repeat(x[newaxis:] 3 0) Out[14]: array([[1 2 3] [1 2 3] [1 2 3]]) This example is for a row vector but applying this to a column vector is hopefully obvious. repeat seems to spell this well but you can also do it via multiplication as in your example In [15]: x = array([[1 2 3]]) # note the double brackets In [16]: (ones((31))*x).transpose() Out[16]: array([[ 1. 1. 1.] [ 2. 2. 2.] [ 3. 3. 3.]]) @AFoglia - Good point. I updated my answer to point this out. newaxis has the additional benefit that it doesn't actually copy the data until it needs to. So if you are doing this to multiply or add to another 3x3 array the repeat is unnecessary. Read up on numpy broadcasting to get the idea.  Here's an elegant Pythonic way to do it: >>> array([[123]]*3) array([[1 2 3] [1 2 3] [1 2 3]]) >>> array([[123]]*3).transpose() array([[1 1 1] [2 2 2] [3 3 3]]) the problem with [16] seems to be that the transpose has no effect for an array. you're probably wanting a matrix instead: >>> x = array([123]) >>> x array([1 2 3]) >>> x.transpose() array([1 2 3]) >>> matrix([123]) matrix([[1 2 3]]) >>> matrix([123]).transpose() matrix([[1] [2] [3]]) (transpose works for 2D arrays e.g. for the square one in the example or when turning into a `(N1)`-shape array using `.reshape(-1 1)`)  I think using the broadcast in numpy is the best and faster I did a compare as following import numpy as np b = np.random.randn(1000) In [105]: %timeit c = np.tile(b[: newaxis] (1100)) 1000 loops best of 3: 354 ��s per loop In [106]: %timeit c = np.repeat(b[: newaxis] 100 axis=1) 1000 loops best of 3: 347 ��s per loop In [107]: %timeit c = np.array([b]*100).transpose() 100 loops best of 3: 5.56 ms per loop about 15 times faster using broadcast  Use numpy.tile: >>> tile(array([123]) (3 1)) array([[1 2 3] [1 2 3] [1 2 3]]) or for repeating columns: >>> tile(array([[123]]).transpose() (1 3)) array([[1 1 1] [2 2 2] [3 3 3]]) Upvote! On my system for a vector with 10000 elements repeated 1000 times the `tile` method is 19.5 times faster than the method in the currently accepted answer (using the multiplication-operator-method).",python matlab numpy octave linear-algebra,3.2511332910695455E-4,5.301992672494787E-4,4.53199074314062E-4,0.9986914883293294
640095,"When using a GL_RGBA16F_ARB-texture it contains just crap but I get no error message I generate a texture like this: GLuint id; glGenTextures(1 &id); glBindTexture(GL_TEXTURE_2D id); glTexParameteri(GL_TEXTURE_2D GL_TEXTURE_WRAP_S GL_CLAMP_TO_EDGE); glTexParameteri(GL_TEXTURE_2D GL_TEXTURE_WRAP_T GL_CLAMP_TO_EDGE); glTexParameteri(GL_TEXTURE_2D GL_TEXTURE_MAG_FILTER GL_NEAREST); glTexParameteri(GL_TEXTURE_2D GL_TEXTURE_MIN_FILTER GL_NEAREST); glTexImage2D( GL_TEXTURE_2D 0 GL_RGBA16 //GL_RGBA16F_ARB //< Won't work 256 256 0 GL_RGBA GL_FLOAT NULL ); glBindTexture(GL_TEXTURE_2D 0); I attach it to a framebuffer object (FBO) for rendering to. All of this works like a charm when I set the internal format to GL_RGBA16. However I need a higher dynamic range and was thinking that GL_RGBA16F_ARB might do the trick. Unfortunately if I replace GL_RGBA16 with GL_RGBA16F_ARB in the code given above the texture seems to stop working. Nothing I try to render to the FBO/texture sticks and when I use the texture it contains random garbage. (A lot of purple as it turns out) This would not be so frustrating if I had gotten an error message hinting at what might be wrong but I can't seem to find one. In other words glGetError() returns 0 after the glTexImage2D-call and glCheckFramebufferStatusEXT(GL_FRAMEBUFFER_EXT) returns GL_FRAMEBUFFER_COMPLETE_EXT when I have attached the texture I haven't messed with glClampColorARB(...) ... yet :) Have I forgotten to check for errors in a place/way that I haven't thought of? Do GL_RGBA16F_ARB-textures require any special treatment that I haven't given? Is there anything else that might be wrong? I'm stumped since everything works smoothly with GL_RGBA16... :( EDIT: When using GL_RGBA16F_ARB the first frame I try to render to screen doesn't make it. Seems to me that I should be getting an error message somewhere..? EDIT: By inspecting ShadowIce's working code example I figured out that the problems disappeared if I changed the depth buffer on my FBO and give glRenderBufferStorageEXT(...) GL_DEPTH_COMPONENT24 as its second parameter rather than GL_DEPTH_COMPONENT16. I have no idea why this works but apparently it does work. Also ShadowIce's code breaks like mine if I do the opposite substitution there. How are you actually filling the texture? I am attaching it to an FBO and rendering to it. There shouldn't be anything special to do for setting up a framebuffer with float textures. Some things I would check: Is the FBO bound and the draw/read buffer set correctly before you call glCheckFramebufferStatusEXT? Also try testing it right before you draw to it. Does the texture look ok after a simple glClear with a specific clear color? If yes there might be something wrong with your shaders (if you use any) or the way you draw to the FBO. Are your drivers up to date? And does the problem still exist on a PC with different hardware? How about GL_RGBA32F_ARB? Edit: Check the id of your framebuffer and texture also check if the texture id matches the one attached to your fbo (with glGetFramebufferAttachmentParameteriv). Normally I would guess that everything is ok with that if it works with a RGBA texture but random data (especially purple) is a good sign that nothing was written to the texture or it wasn't cleared properly. I have written a small example application that should work maybe that helps. I have only tested it on windows so for linux you might need to change it a bit: link The example you made worked nicely. Now to isolate the differences... I ought to create sockpuppet-accounts so I could thank you properly ;) Hehe thanks. ;) 1. Yes. Verified by testing right before drawing 2. No it does not look OK 3. I get my drivers from the Ubuntu-repository. Should be reasonably up to date (nvidia). I get the same problem om a different machine 4. I get the same result sometimes but now it has apparently locked completely! (4. continued:) When breaking it in a debugger the stack I get to see is only one deep with ""libGL"" as the only element. The program is completely locked and uses 100% CPU :O Also: Thanks! If you have any more ideas I'm all ears :)  GL_HALF_FLOAT_ARB might work as the type instead of GL_FLOAT. Thanks. Unfortunately this gives the same result; It still works with GL_RGBA16 but fails with GL_RGBA*F_ARB :(",c++ c opengl fbo,0.9540613087111914,0.013858565583174533,0.03180314493424562,2.769807713884158E-4
1095378,"How do I destruct data associated with an object after the object no longer exists? I'm creating a class (say C) that associates data (say D) with an object (say O). When O is destructed O will notify C that it soon will no longer exist :( ... Later when C feels it is the right time C will let go of what belonged to O namely D. If D can be any type of object what's the best way for C to be able to execute ""delete D;""? And what if D is an array of objects? My solution is to have D derive from a base class that C has knowledge of. When the time comes C calls delete on a pointer to the base class. I've also considered storing void pointers and calling delete but I found out that's undefined behavior and doesn't call D's destructor. I considered that templates could be a novel solution but I couldn't work that idea out. Here's what I have so far for C minus some details:  // This class is C in the above description. There may be many instances of C. class Context { public: // D will inherit from this class class Data { public: virtual ~Data() {} }; Context(); ~Context(); // Associates an owner (O) with its data (D) void add(const void* owner Data* data); // O calls this when he knows its the end (O's destructor). // All instances of C are now aware that O is gone and its time to get rid // of all associated instances of D. static void purge (const void* owner); // This is called periodically in the application. It checks whether // O has called purge and calls ""delete D;"" void refresh(); // Side note: sometimes O needs access to D Data *get (const void *owner); private: // Used for mapping owners (O) to data (D) std::map _data; }; // Here's an example of O class Mesh { public: ~Mesh() { Context::purge(this); } void init(Context& c) const { Data* data = new Data; // GL initialization here c.add(this new Data); } void render(Context& c) const { Data* data = c.get(this); } private: // And here's an example of D struct Data : public Context::Data { ~Data() { glDeleteBuffers(1 &vbo); glDeleteTextures(1 &texture); } GLint vbo; GLint texture; }; }; P.S. If you're familiar with computer graphics and VR I'm creating a class that separates an object's per-context data (e.g. OpenGL VBO IDs) from its per-application data (e.g. an array of vertices) and frees the per-context data at the appropriate time (when the matching rendering context is current). So if I understand correctly you want reference counting? Thanks all. In my program there is an update thread and a render thread. The render thread is responsible for rendering twice once for each eye to create a stereo image. Each 3D object O has eye-specific rendering data D for each context (i.e. for each O there are two copies of D). The problem: O can be created or destroyed in the update thread but O's eye-specific rendering data must be destroyed in the render thread and only when rendering the associated eye. C needs to know if O is destructed so that in the render thread it will know to destroy both instances of D. The question is rather vague on the requirements so it's hard to give a good concrete answer. I hope the following helps. If you want the data to disappear immediately when its owner dies have the owner delete it (and notify C if the C instances need to know). If you want C to do the deletion at its leisure your solution looks fine. Deriving from Data seems to me the right thing to do. (Of course it is crucial that ~Data() be virtual as you have done.) What if D is an array of objects? There are two interpretations of this question. If you mean that D is always an array let it be an array (or vector<>) of pointers to Data. Then in C::purge() walk the vector and delete the objects. If you mean that D could be an array of objects but could also be a single object there are two ways to go. Either decide that it is always an array (possibly of size 1) or that it is a single object (derived from Data) which can be a class wrapping the array of the actual objects (or pointers to them). In the latter case the wrapper class destructor should walk the array and do the deletions. Note that if you want the array (or vector<>) to contains the actual objects not pointers to them (in which case you won't have to walk the array and delete manually) then you'll have the following limitations. 1. All objects in the array will have to be of the same actual type. 2. You will have to declare the array to be of that type. This will lose you all the benfits of polymorphism.  To answer the question ""What if D is an array of objects ?"" I'd suggest a vector<> but you'd have to associate it with D:  struct D_vector :D { vector<whatever> vw; };  What you're looking for is Boost::shared_ptr or some similar smart-pointer system.",c++ opengl graphics,0.535990074668665,0.23447580408784485,0.08877871764967288,0.14075540359381722
